,data_clean
3467,air new zealand crew helpful look deaf
3468,great flight awesome staff ground air
3469,good seat comfortable
3471,average experience feel little cramp compare normal flight choose seat passenger row people reasonably good food serve basic okay test depend hungry time check process birmingham wasn good toronto airport need improve customer service sure airport need expansion people travel time
3472,overall flight orlando comfortable flight
3473,seating bit crammed hour flight tollerable
3474,food great good price short trip amazing
3475,good clean airplane comfortable smooth riding ask good airtransat flight
3476,good seat house
3477,great flight cabin crew friendly professional order inflight meal impressed good meal aircraft fly airbaltic fantastic
3478,narrow seat poor ocnmfort
3479,complaint seat
3480,seat bit uncomfortable age bar middle close proximity bulkhead bassinet
3481,food alright plenty legroom infotainment pretty good late film virgin usual high standard
3482,good flight type flight
3483,
3484,seat aircraft comfortable
3485,plus service good
3486,know alaska airway flight impressive
3487,food good flight attendant nice body
3488,plane good entretainment
3489,short flight difficult assess range service good
3490,fly hnl allegiant seat continue great comfortable good seat entire plane
3491,great comfortable seat
3492,continue good seat aircraft
3493,great airline extremely low fare
3494,good flight
3495,seat 33d okay huge
3496,great seat lot leg room great service
3497,nice modern aircraft seat fair legroom economy help flight service quick smile
3498,seat small leg room
3499,comfortable seat comfortable flight
3500,plane good domestic travel
3501,legroom decent especially average seat anybody long behemoth legroom good
3502,plane quiet sit near engine barely hear sound
3503,recline seat excellent adjust point comfortable lean lap
3504,short flight mainly use plane mean entertainment
3505,plane comfortable quiet short flight
3506,fly aircraft sgn nrt service excellent
3507,nice plane service
3508,good flight space leg
3509,overall airbus a350 900 comfortable plane ride long distance
3510,service good window seat large window entertainment suberb
3511,business class seat good bit wide
3512,nice flight difficulty connect enroute
3513,great flight good food crew attentive aisle seat nice especially guy window seat
3514,surprisingly limited recline good seat
3515,good seat premium economy fully flat acceptable long intercontinental flight
3516,great flight excellent service roomy comfortable
3517,
3518,small airplane seat individual space leg
3519,poor food beverage service
3520,local ruler plane serve excellent food
3521,frill trip minimal legroom seat comfortable entertainment food acceptable wine offer free
3522,minimal service overnight plane average
3523,great flight
3524,early departure early arrival clean comfortable 717 cabin wonderful smile service flight
3525,pick seat 22a enjoy sound engine pick seat upfront seat 717 quiet aircraft
3526,people squeeze room leg business class
3527,bad flight
3528,excellent seat solo passenger adjacent seat sell
3529,whilst good aircraft upper deck layout seat business class poor compare competitor
3530,64k window seat direct access aisle step seat customer require
3531,amazing flight oly problam price rise fly long pric high
3532,great flight
3533,seat comfortable hour flight
3534,comfortable spacious cabin
3535,good service fully book flight
3536,basic aircraft simple old style seating entertainment fine short flight
3537,head rest seat comfortable good recline
3538,relatively comfortable type week earlier hkg ktm individual adjustable seat footr
3539,wonderful seat
3540,place relax leg long flight
3541,happy fly cathay pacific comfortable seat good wheelchair service delicious food
3542,doubt good economy seat experience
3543,great service board
3544,good seat privacy comfortable good recline
3545,fly hong kong osaka hour flight time choose fly business class
3546,seat comfortable lie completely midnight flight good quality sleep hour
3547,new aircraft seat comfortable position
3548,control easy reach little traffic noise galley toilet close
3549,nice service flight entertainment food nice cool upper deck
3550,nice upper deck seat good business class seat
3551,service alright leg room good
3552,sit 62a 62c excellent seating
3553,good view window good leg room
3554,
3555,seat roomy food need improve try near future
3556,restroom dirty seat paper bath tissue available
3557,short asian seat comfortable hour intra asian flight
3558,ife usual lcc specific seat seat great view wing good window alignment
3559,modern seating large screen entertainment selection limit compare airline
3560,excellent cabin staff
3561,aged plane bit tatty legroom fully recline seat screen tablet available food good service impeccable
3562,seat comfortable plenty legroom plane old expect typical leather seat
3563,fantastic board service crew polite courteous
3564,little turbulence sleep watch couple movie overall nice experience thank
3565,good seat economy intl flight
3566,time upgrade economy plus legroom
3567,narrow bodied plane small flight length
3568,flight smooth seat comfortable economy class
3569,seat pretty comfortable okay
3571,space leg
3572,friendly flight crew pretty good movie roomy seat
3573,great seat good seat executive class
3574,aircryft good entertainment board tvs individual row
3575,service normal good metal dish
3576,737 800flight cm795the seat bad window
3577,note window row kevent row pay plus seat eurosrow betterrow exit door excellent foot seatus euro rarely available
3578,quiet spacious feel like living room use entertainment
3579,base seatmap choose row good seat row row exit
3580,flight fine plenty space leave nice staff nice croatian snack
3581,excellent flight dash q400 zagreb brussel cabin crew hospitable snack onboard interesting consist taralini olive cheese
3582,legroom pretty average relatively short flight sufficient
3584,good single seat
3585,flight time cabin crew professional pleasant trip
3586,nice aircraft problem washroom service departure pleasing cause discomfort passenger feel airline passenger aboard
3587,good seat business class
3588,nice upper deck plane good drink service
